row_id,source_system,reported_by,reported_by_tax_id,reported_by_country,declared_supplier,declared_supplier_tax_id,declared_supplier_country,relationship_type,last_updated,notes
858,portal_v2,Danube  Tooling  S.r.l. ,IT40418653428,Italy,United Leather Sp z oo,PL0846433592,PL,raw material,31/07/2025,
859,portal_v2,Premier Dyeworks A.Ş.,6954004320,TR,Rhine Foundry Ltd,GB430959230,United Kingdom,logistics,14/07/2025,"Data provided via phone, not verified"
860,portal_v1,"United Assemblies Co., Ltd.",6926242393,Vietnam,RIVERSIDE CHEMICALS SAS,FR78380759187,FR,component,2024-07-09,
861,portal_v2,Nordic Materials GmbH,DE502141043,Germany,Northgate Trading S.A.,ES71132831E,Spain,subcontracted_labor,01/01/2022,
862,legacy_manual_import,Horizon Metals Sp z oo,PL4768445880,PL,CONTINENTAL WEAVING S.P.A.,21371287442,Italy,packaging,07-31-2023,
863,legacy_manual_import,Westport Electronics SARL,394225258329500,Maroc,Highland Machinery tLd.,GB485329247,GB,logistics,06-03-2023,
864,portal_v1,VANTAGE ALLOYS SARL,193008687593586,Maroc,silverline materials sas,FR18769608269,France,Raw Material,2024-02-27,
865,portal_v2,Westport  Electronics  SARL ,394225258329500,Maroc,HIGHLAND MACHINERY LTD.,GB485329247,UK,component,03/10/2024,
866,portal_v1,Atlantic rTading B.V.,nl274449316b37,Holland,Westport Packaging Ltd,GB604944530,UK,raw_material,2022-04-09,
867,legacy_manual_import,"UNITED ASSEMBLIES CO., LTD.",26242393,Vietnam,Anatolian Polymesr SARL,413403018954648,Morocco,packaging,02-09-2023,Pending re-confirmation
868,portal_v2,Westport Electronics SARL,394225258329500,Morocco,Iberian Machinery Ltd.,GB910116526,UK,raw material,,
869,legacy_manual_import,EastfieldA lloys GmbH,DE413376973,Deutschland,"Westpor tIndustries Co., Ltd.",,VN,RAW_MATERIAL,05-29-2022,
870,portal_v1,Highland Steel Sp. z .oo.,PL 7859126165,PL,Golden  Steel  SARL ,012089444331070,Maroc,packaging,2025-02-20,Confirmación pendiente por parte del proveedor
871,portal_v2,"Andean Leather C.o, Ltd.",DNCWF820JL0Q221BH9,China,Lakeisde Materials Inc.,70-5466589,United States,packaging,26/02/2023,Contact information outdated
872,portal_v1,Copperfield Metals A.Ş.,9918536797,Türkiye,PACIFIC WEAVING SAS,,FR,Raw Material,2024-08-08,
873,portal_v1,SOUTHBAY LEATHER B.V.,NL63879-7541B81,NL,"irongate ceramics co., ltd.",,Vietnam,logistics,2022-11-14,
874,portal_v2,Redstone Chemicals Lda,PT253396557,PT,Horizon Alloys SARL,,Maroc,materia prima,24/12/2022,
875,legacy_manual_import,Alpine  Weaving  S.L. ,ES88454746C,ES,Baltic  Fibers  Ltd. ,GB655823297,United Kingdom,materia prima,10-24-2022,
876,portal_v2,global ceramics sp. z o.o.,PL5131340444,Poland,NORDIC CERAMICS S.L.,ES28842673D,ES,raw_material,02/03/2024,
877,portal_v2,CONTINENTAL FASTENERS SARL,524296237088409,MA,Adnean Plastics S.r.l.,,IT,finishing,13/01/2023,Contact information outdated
878,legacy_manual_import,Westoprt Electronics SARL,394225258329500,Maroc,SUNRISE LEATHER SARL,FR17861973435,FR,logistics,09-15-2025,Confirmación pendiente por parte del proveedor
879,portal_v2,Northgate Circuits Ltd.,GB715429489,UK,Iberian  Plastics  S.L. ,ES85181933E,Spain,materia prima,,
880,portal_v2,iberian tooling s.r.l.,,Italia,continental group sarl,575538294401555,Maroc,logistics,14/06/2023,Contrato renovado según acuerdo marco
881,portal_v1,Alpine Coaitngs SARL,102439281045618,MA,prime industries b.v.,,Netherlands,raw material,2022-10-29,
882,portal_v1,Apex Industries AŞ,6656315572,Turkey,Atlantic  Fasteners  Pvt.  Ltd. ,,IN,logistics,2024-03-05,Backup supplier - low volume
883,portal_v2,IBERIAN MATERIALS AG,DE817466807,Deutschland,"millbrook circuits co., ltd.",G2WQHWTPM4R5ZZT4EZ,CN,raw_material,17/08/2023,
884,portal_v2,crestwood metals sarl,976694569801375,Morocco,Horizon  Manufacturing  AG ,,Germany,subcontracted_labor,31/03/2022,"Data provided via phone, not verified"
885,portal_v1,atlantic trading b.v.,NL274449316B37,Holland,Westport Packaging Ltd,GB604944530,GB,finishing,2025-03-16,Şirket 2021'de denetlendi
886,portal_v2,Royal Macihnery Inc.,22-7342425,United States,RHINE ASSEMBLIES INC.,24-77-59986,US,components,28/01/2024,Fornecedor homologado em 2023
887,portal_v2,"Andean Leather C.o, Ltd.",DNCWF820JL0Q221BH9,CN,"Meridian Foundry Co., Ltd.",6936664761,VN,logistics,,
888,portal_v2,Oakridge Fasteners Lda.,,PT,Westprot Trading A.Ş.,9238434939,TR,finishing,13/06/2023,
889,portal_v2,Silverline  Materials  SAS ,,FR,Copperfiled Fibers Lda.,PT151483512,Portugal,raw_material,16/04/2025,Backup supplier - low volume
890,portal_v1,Global Alloys ASRL,fr02653954607,FR,Continental  Textiles  Pvt.  Ltd. ,29YKHST4465A1Z5,India,materia prima,2024-02-27,Şirket 2021'de denetlendi
891,portal_v1,copperfield metals a.ş.,9918536797,TR,Westport  Manufacturing  S.p.A. ,,Italy,components,,
892,portal_v1,summit trading sarl,FR44034462491,France,Horizon  Polymers  Sp.  z  o.o. ,PL0171072146,PL,packaging,2024-03-05,Pending re-confirmation
893,portal_v2,CONTINENTAL FASTENERS SARL,524296237088409,Maroc,"COPPERFIELD ALLOYS CO., LTD.",LQHUJWRG88MSHM9299,CN,dyeing,03/01/2023,Contact information outdated
894,portal_v2,NORDIC MATERIALS GMBH,,DE,Nordic Materials GmbH,DE502141043,Germany,component,24/03/2025,Backup supplier - low volume
895,portal_v2,"United Assemblies Co. ,Ltd.",6926242393,Vietnam,riverside chemicals sas,FR78380759187,France,subcontracted_labor,,Société certifiée ISO 9001
896,portal_v1,Southaby Logistics S.r.l.,IT40684690723,Italia,westport manufacturing b.v.,NL521295413B38,Netherlands,finishing,2022-11-17,
897,portal_v1,OAKRIDGE PLASTICS PVT. LTD.,94 HXCVS3375A1Z5,IN,Irongate Electronics Inc.,17-8899452,USA,materia prima,2025-04-23,Société certifiée ISO 9001
898,legacy_manual_import,NORTHGATE MACHINERY LTD.,GB144982519,GB,Northgate  Circuits  Ltd. ,GB715429489,United Kingdom,subcontracted_labor,03-10-2024,Duplicate of prior quarter submission
899,portal_v2,Oakridge Logistics AŞ,7963609841,Turkey,Apex MachineryG mbH,DE660561327,Deutschland,Raw Material,19/01/2022,
900,portal_v2,Copperfield Group SL,,Espagne,"nordic steel co., ltd.",8GD5XVJXREAEQ92CHW,CN,component,10/05/2025,Fornecedor homologado em 2023
901,legacy_manual_import,Meridian Yarns Sp.z  o.o.,PL8435722373,Poland,millbrook alloys ag,,DE,materia prima,,Pending re-confirmation
902,portal_v1,Oakridge Logistics A.Ş.,7963609841,Turkey,Meridian Weaving Pvt. Ltd.,06 VZKDB3713A1Z5,India,raw material,2024-10-13,Contact information outdated
903,portal_v2,"United Assemblies Co., Ltd.",6926242393,Vietnam,RIVERSIDE CHEMICALS SAS,FR78380759187,France,raw material,27/02/2025,
904,portal_v1,"United Assemblies Co, Ltd",,Vietnam,Stonebridge Plastcis GmbH,DE885551925,Germany,Raw Material,2023-10-17,Şirket 2021'de denetlendi
905,legacy_manual_import,ALPINE WEAVING S.L.,ES88454746C,Spain,Baltic Fibers Ltd.,,GB,RAW_MATERIAL,06-13-2023,"Data provided via phone, not verified"
906,legacy_manual_import,Sunrise Leather SARL,,France,Irongate  Steel  AG ,DE851882729,Germany,RAW_MATERIAL,02-13-2024,
907,legacy_manual_import,Global  Ceramics  Sp.  z  o.o. ,PL5131340444,Polska,Danube Steel A.Ş.,9576837507,Türkiye,Raw Material,11-19-2024,Şirket 2021'de denetlendi
908,legacy_manual_import,"Meridian Foundry Co, Ltd",6936664761,VN,"Summit Machinery Co., Ltd.",9402555543,VN,logistics,06-27-2022,Fournisseur validé lors de l'audit 2022
909,legacy_manual_import,Cornerstnoe Fasteners S.A.,ES20546820H,ES,Oakridge Metals SARL,FR96492088836,FR,packaging,02-05-2022,Backup supplier - low volume
910,portal_v2,Baltic  Foundry  B.V. ,,Netherlands,Atlantic  Trading  B.V. ,nl274449316b37,NL,components,23/12/2024,
911,legacy_manual_import,Rhine  Packaging  Lda. ,PT928840726,Portugal,Summit Materials Inc,91-9170792,United States,packaging,03-02-2022,Fournisseur validé lors de l'audit 2022
912,portal_v2,Crestwood  Group  Ltd. ,GB595122698,United Kingdom,millbrook tooling sarl,,Morocco,component,19/11/2024,
913,portal_v2,ALPINE WEAVING S.L.,ES 88454746C,España,APEX INDUSTRIES A.Ş.,,TR,components,04/01/2023,
914,legacy_manual_import,Vantage Circuits S.p.A.,IT53333151593,Italy,Millbrook Poylmers B.V.,NL353205082B84,NL,RAW_MATERIAL,01-20-2023,
915,legacy_manual_import,Bluewater Manufacturing S.r.l.,IT10862914220,Italy,Pcaific Weaving S.L.,ES366-64405A,Spain,RAW_MATERIAL,08-17-2024,
916,portal_v2,highland plastics s.p.a.,24406348066,IT,Atlantic  Industries  B.V. ,nl118466507b21,Holland,logistics,01/04/2023,
917,portal_v2,premier dyeworks a.ş.,6954004320,Türkiye,Rhine Fonudry Ltd.,GB430959230,GB,component,21/07/2023,Pending re-confirmation
918,portal_v1,NorthGate  Textiles  S.A. ,ES60227680G,Spain,atlantic logistics s.r.l.,IT04077145284,IT,subcontracted_labor,2023-08-09,
919,portal_v2,ALPINE WEAVING S.L.,ES88454746C,Spain,baltic fibers ltd.,GB655823297,United Kingdom,RAW_MATERIAL,27/01/2024,
920,portal_v1,ANDEAN LEATHER PVT. LTD.,02HCGCH6332A1Z5,India,Summit Leather BV,NL516371548B32,Holland,Raw Material,2022-05-18,Şirket 2021'de denetlendi
921,portal_v2,Westport  Trading  A.Ş. ,9238434939,TR,"crestwood yarns co., ltd.",QDTRK1B2ZX2X1DSSZM,CN,RAW_MATERIAL,17/03/2024,
922,portal_v2,Andean  Leather  Pvt.  Ltd. ,02HCGCH6332A1Z5,IN,Anatolian Ceramisc S.L.,ES74672173A,Espagne,materia prima,24/01/2023,
923,portal_v2,CORNERSTONE FASTENERS S.A.,ES20546820H,ES,RoyalL eather S.p.A.,IT20429306986,Italy,Raw Material,28/01/2022,Contrato renovado según acuerdo marco
924,portal_v1,Summit Metals Lda.,PT182309739,PT,Ibreian Electronics SARL,,Morocco,Raw Material,,
925,portal_v2,Pacific Machniery Lda.,PT721441525,PT,CONTINENTAL ELECTRONICS S.R.L.,IT7511445932,Italy,finishing,17/11/2022,
926,portal_v2,baltic foundry b.v.,NL12738709B07,NL,Atlantic rTading B.V.,NL274449316B37,NL,subcontracted_labor,28/01/2024,Société certifiée ISO 9001
927,portal_v1,Atlantic Logistics Srl,IT04077145284,IT,alpine weaving s.l.,ES88454746C,España,raw material,2025-02-06,Fournisseur validé lors de l'audit 2022
928,portal_v2,Nordic Materials GmbH,DE502141043,DE,Horizon Metals Sp. z o.o.,PL4768445880,PL,components,31/01/2024,Pending re-confirmation
929,legacy_manual_import,Pacific Metals Inc.,11-7347262,USA,MERIDIAN INDUSTRIES SAS,FR10596861958,FR,RAW_MATERIAL,12-23-2023,Duplicate of prior quarter submission
930,portal_v2,CORNERSTONE FASTENERS S.A.,,Spain,RoyalL eather S.p.A.,,IT,components,19/12/2024,
931,portal_v1,"Andean  Leather  Co.,  Ltd. ",dncwf820jl0q221bh9,China,Meridian  Fasteners  Ltd. ,GB212776106,United Kingdom,finishing,,
932,portal_v1,Alpine  Coatings  SARL ,102439281045618,Morocco,westport yarns sas,FR75221771329,FR,raw_material,,Société certifiée ISO 9001
933,legacy_manual_import,Golden  Tooling  Sp.  z  o.o. ,,Poland,global alloys sarl,FR02653954607,FR,packaging,07-02-2024,Fournisseur validé lors de l'audit 2022
934,portal_v1,copperfield metals a.ş.,9918536797,TR,Westport  Manufacturing  S.p.A. ,,Italy,components,,
935,portal_v1,Cornerstone Alloys B.V.,,Holland,ROYAL MACHINERY INC.,22-7342425,United States,materia prima,2025-04-19,
936,legacy_manual_import,Northgate Circuits Ltd,GB715429489,UK,Iberian Platsics S.L.,ES85181933E,ES,Raw Material,05-17-2023,
937,portal_v2,vantage circuits s.p.a.,IT53333151593,Italy,Lakeside Foundry Sp. z o.o.,PL0346729503,PL,component,09/09/2025,Confirmación pendiente por parte del proveedor
938,portal_v2,"Priem Electronics Co., Ltd.",VE8QMU72MHTLP9NJ96,CN,Alpine  Fibers  GmbH ,DE662610051,DE,Raw Material,08/08/2025,
939,portal_v2,Global Electronics S.A.,ES50165258A,Spain,ANATOLIAN METALS SARL,FR62182564559,France,finishing,12/02/2025,
940,portal_v2,SUMMIT MATERIALS INC.,91-9170792,USA,Rhine  Machinery  SARL ,FR62626828874,FR,raw_material,26/06/2023,
941,portal_v2,Silvreline Chemicals SAS,FR67254489366,FR,Riverside Metals Inc.,96-4638761,United States,packaging,03/01/2024,Fornecedor homologado em 2023
942,legacy_manual_import,Oakridge Fasteners Lda,PT175750309,Portugal,Horizon  Solutions  Lda. ,PT196215509,PT,components,,Pending re-confirmation
943,portal_v2,continental fasteners sarl,524296237088409,MA,"Copperfield Alloys Co., Ltd.",LQHUJWRG88MSHM9299,CN,RAW_MATERIAL,15/09/2023,Confirmación pendiente por parte del proveedor
944,portal_v1,Baltic Foundry B.V.,NL127387209B07,Holland,"VANTAGE CHEMICALS CO., LTD.",84 8MM2UGJMKQ90BK6N,CN,dyeing,2024-07-02,Confirmación pendiente por parte del proveedor
945,legacy_manual_import,EASTFIELD COMPONENTS SARL,FR58653776073,FR,atlantic textiles pvt. ltd.,54METII2553A1Z5,IN,components,04-04-2023,
946,portal_v2,Northgate Circuits Ltd,,UK,"Stonebridge Machinery Co., Ltd.",5P1Y30A5PDSXVR247B,CN,raw material,07/11/2022,
947,portal_v2,VANTAGE ALLOYS S.R.L.,IT12170074530,Italia,GLOBAL YARNS A.Ş.,9960677129,Türkiye,logistics,15/09/2024,Fornecedor homologado em 2023
948,portal_v2,Danube  Plastics  Ltd. ,GB286174002,United Kingdom,IBERIAN FIBERS SARL,FR39013758056,FR,component,11/01/2024,
949,portal_v2,Meridian Yarns Sp. z o.o.,PL8435722373,Polska,millbrook alloys ag,DE251791722,Germany,dyeing,07/01/2024,
950,portal_v1,PRIME PACKAGING SARL,FR39133626704,FR,Sunrise Components Pvt. Ltd.,60OBGEY5507A1Z5,IN,logistics,2024-01-09,
951,portal_v2,Vantage Alloys S.r.l.,IT12170074530,Italia,global yarns a.ş.,9960677129,Türkiye,raw_material,,"Data provided via phone, not verified"
952,portal_v2,crestwood metals sarl,976694569801375,Morocco,horizon manufacturing ag,DE431-839337,Germany,logistics,25/04/2024,Pending re-confirmation
953,portal_v1,United Chmeicals Ltd.,,GB,ANATOLIAN MACHINERY A.Ş.,15490387,Türkiye,raw_material,2025-04-12,
954,legacy_manual_import,Highland Machinery tLd.,GB485329247,United Kingdom,HORIZON SOLUTIONS INC.,94-3330230,USA,components,07-17-2025,
955,portal_v1,iberian materials ag,DE817466807,DE,"APEX COMPONENTS CO., LTD.",WCF8F792RN2BJZLJUT,CN,finishing,2023-08-19,
956,legacy_manual_import,premier coatings a.ş.,4752892539,Turkey,Andean Machinery A.Ş.,3690557991,Türkiye,packaging,12-03-2022,Fournisseur validÃ© lors de l'audit 2022
957,portal_v1,Copperfield  Group  S.L. ,ES02793116B,ES,"Nordic Steel Co., Ltd.",8GD5XVJXREAEQ92CHW,China,raw_material,2022-07-27,Contact information outdated
958,portal_v2,Southbay  Logistics  S.r.l. ,IT40684690723,Italia,Westport Manufacturing B.V.,NL521295413B38,Netherlands,component,20/04/2023,Fornecedor homologado em 2023
959,portal_v2,"UNITED ASSEMBLIES CO., LTD.",6926242393,VN,Iberian Dyeworsk Inc.,38-49-72853,United States,components,03/08/2023,Şirket 2021'de denetlendi
960,legacy_manual_import,Southbay  Electronics  SARL ,346652635766034,Maroc,Westport Electronics SARL,394225258329500,MA,Raw Material,01-11-2025,"Data provided via phone, not verified"
961,legacy_manual_import,REDSTONE CHEMICALS LDA.,PT253396557,Portugal,VANTAGE INDUSTRIES GMBH,DE784402277,Deutschland,RAW_MATERIAL,04-19-2024,Pending re-confirmation
962,legacy_manual_import,Nordic  Materials  GmbH ,DE502141043,Deutschland,"ATLANTIC STEEL CO., LTD.",6809149499,VN,raw_material,10-20-2024,
963,legacy_manual_import,Sunrise Leather SARL,FR17861973435,FR,IRONGATE STEEL AG,DE851882729,DE,Raw Material,09-13-2022,Société certifiée ISO 9001
964,portal_v2,danube plastics ltd.,GB286174002,GB,Baltic  Manufacturing  SARL ,,Morocco,logistics,20/04/2024,"Data provided via phone, not verified"
965,portal_v2,Apex  Industries  A.Ş. ,6656315572,Turkey,Andean Components .BV.,NL029205177B36,NL,materia prima,16/05/2023,Pending re-confirmation
966,portal_v2,Crestwood Caotings Lda.,PT869464903,Portugal,Southbay  Leather  B.V. ,NL638797541B81,Netherlands,components,15/01/2025,Şirket 2021'de denetlendi
967,portal_v1,Copperfield Group S.L.,ES02793116B,España,Bluewater  Steel  S.p.A. ,,Italy,component,2025-06-17,
968,legacy_manual_import,Oakridge  Packaging  SAS ,FR69577944501,FR,Meridian Yarns Sp. z o.o.,PL8435722373,Poland,Raw Material,08-26-2025,Contact information outdated
969,portal_v2,andean leather pvt. ltd.,02HCGCH6332A1Z5,India,Anatolian Ceramics S.L.,ES74672173A,ES,raw_material,19/12/2022,
970,portal_v2,VANTAGE CIRCUITS S.P.A.,IT53333151593,Italy,Summit Foundry Sp. z o.o.,,PL,finishing,14/10/2023,
971,portal_v2,highland steel sp. z o.o.,PL7859126165,Polska,Golden Steel SARL,2089444331070,Maroc,raw material,08/05/2023,
972,legacy_manual_import,Alpine Weaving SL,ES88454746C,España,"pacific machinery co., ltd.",4Z7XKKST8VZHE9JLQ5,China,packaging,07-03-2025,"Data provided via phone, not verified"
973,portal_v1,Iberian  Tooling  S.r.l. ,,Italy,ContinentalG roup SARL,575538294401555,Morocco,raw material,2023-11-01,Fornecedor homologado em 2023
974,legacy_manual_import,GLOBAL YARNS A.Ş.,9960677129,Türkiye,"Royal Tooling Co., Ltd.",7037207554,Vietnam,materia prima,06-24-2022,
975,portal_v2,Anatolian Metals SARL,FR62182564559,FR,Global Metasl Inc.,07-8555313,US,packaging,14/02/2022,
976,portal_v2,Andean Letaher Pvt. Ltd.,,IN,SUMMIT LEATHER B.V.,NL516371548B32,Holland,materia prima,06/03/2023,Şirket 2021'de denetlendi
977,portal_v2,Highland Steel Sp z oo,PL7859126165,Polska,Iberian  Leather  Pvt.  Ltd. ,,IN,subcontracted_labor,31/08/2025,Fornecedor homologado em 2023
978,portal_v1,Alpine  Weaving  S.L. ,ES88454746C,Espagne,Baltic  Fibers  Ltd. ,,UK,raw_material,2022-10-28,Confirmación pendiente por parte del proveedor
979,portal_v2,Highland Weaving AŞ,8152837670,Turkey,Horizon Packagnig S.A.,ES71747066G,Spain,component,30/11/2024,
980,legacy_manual_import,andean leather pvt. ltd.,02HCGCH6332A1Z5,India,Vantage Textiles SA,ES30633873E,Spain,Raw Material,01-26-2022,
981,portal_v2,Continental  Fasteners  SARL ,524296237088409,Maroc,"global plastics co., ltd.",7PQ2DJE7EWKPVSC0BR,CN,subcontracted_labor,13/01/2024,Backup supplier - low volume
982,portal_v2,NORTHGATE TEXTILES S.A.,ES60227680G,Spain,,,CN,subcontracted_labor,06/07/2025,
983,portal_v1,pacific dyeworks b.v.,NL382948470B92,NL,LAKESIDE INDUSTRIES LDA.,PT868765643,PT,component,,Société certifiée ISO 9001
984,legacy_manual_import,Baltic  Trading  Ltd. ,GB261367723,GB,Millbrook Machinery Lda,PT905520705,Portugal,packaging,12-26-2023,
985,legacy_manual_import,SUMMIT LEATHER B.V.,,NL,Vantage Circuits SpA,IT53333151593,Italy,dyeing,05-23-2023,Confirmación pendiente por parte del proveedor
986,portal_v2,Premier Coatings AŞ,,Turkey,HIGHLAND WEAVING A.Ş.,,Türkiye,packaging,21/10/2022,
987,portal_v2,Alpine  Weaving  S.L. ,ES88454746C,España,"Pacific Machinery Co.,L td.",4Z7XKKST8VZHE9JLQ5,CN,logistics,07/04/2024,Contrato renovado según acuerdo marco
988,portal_v2,Horizon yDeworks A.Ş.,5797626609,Türkiye,andean components lda.,PT761747749,PT,finishing,07/07/2024,
989,legacy_manual_import,"Meridian  Foundry  Co.,  Ltd. ",6936664761,Vietnam,Oakridge Platsics Pvt. Ltd.,94HXCVS3375A1Z5,India,RAW_MATERIAL,,Société certifiée ISO 9001
990,legacy_manual_import,SUMMIT TRADING SARL,FR44034462491,France,Cpoperfield Steel Lda.,PT 830235629,PT,logistics,,
991,legacy_manual_import,Horizon Metals Sp. z o.o.,PL4768445880,PL,Continental  Weaving  S.p.A. ,IT21371287442,IT,materia prima,03-10-2024,Backup supplier - low volume
992,legacy_manual_import,Nordic  Fibers  SAS ,FR32114540305,France,southbay electronics sarl,346652635766034,Maroc,packaging,01-25-2024,Fornecedor homologado em 2023
993,portal_v1,"Andean  Leather  Co.,  Ltd. ",DNCWF820JL0Q221BH9,CN,Rhine Packaging Lda,,Portugal,packaging,2022-11-11,
994,portal_v2,Continental Fasteners SARL,524296237088409,Morocco,"Highland Tooling Co, Ltd",G9GDNTQUXZJWLN2EV6,CN,packaging,,
995,legacy_manual_import,"MERIDIAN FOUNDRY CO., LTD.",36664761,Vietnam,Highland Steel Sp z oo,PL7859126165,PL,components,05-23-2024,
996,portal_v2,Premier Dyeworks A.Ş.,6954004320,Turkey,Crestwodo Chemicals S.p.A.,IT41098499897,Italia,raw material,24/08/2025,
997,portal_v1,CORNERSTONE FASTENERS S.A.,ES20546820H,ES,Stonebridge Fasteners Lda,PT485627467,Portugal,raw_material,2022-11-02,
998,legacy_manual_import,horizon alloys sarl,381866192115924,Morocco,oakridge textiles b.v.,NL886154196B97,NL,packaging,11-08-2024,
999,portal_v2,Westport Trading A.Ş.,9238434939,Turkey,PREMIER COATINGS SARL,,Maroc,finishing,02/02/2024,Duplicate of prior quarter submission
1000,portal_v1,"United Assemblies Co. ,Ltd.",6926242393,Vietnam,Global Circuits GbmH,DE720227574,Germany,packaging,2023-10-11,Société certifiée ISO 9001
1001,portal_v2,UNKNOWN,,Poland,LAKESIDE ELECTRONICS SARL,FR82775299571,France,subcontracted_labor,22/05/2023,Duplicate of prior quarter submission
1002,portal_v2,Pacific Machniery Lda.,PT721441525,PT,Summit  Metals  GmbH ,DE492238773,Deutschland,raw material,15/07/2024,Fornecedor homologado em 2023
