row_id,source_system,customer_entity_id,customer_canonical_name,customer_core_name,customer_suffix,customer_tax_id,customer_country,supplier_entity_id,supplier_canonical_name,supplier_core_name,supplier_suffix,supplier_tax_id,supplier_country,relationship_type_norm,last_updated_iso,notes
825,portal_v2,E160,Danub ePlastics Ltd.,danub eplastics,ltd,286174002,GB,E249,Iberian Fibers SRAL,iberian fibers,sarl,FR39013758056,FR,dyeing,,
826,portal_v2,E487,united chemicals ltd.,united chmeicals,ltd,GB666750464,GB,E030,Anatolian Machinery A.Ş.,anatolian machinery,a s,3715490387,TR,raw_material,2023-05-26,Contrato renovado según acuerdo marco
827,legacy_manual_import,E134,Cornerstone Alloys BV,cornerstone alloys,bv,NL683629854B33,,E177,eastfield machinery s.p.a.,eastfield machinery s p a,,IT76445972558,,raw_material,2023-07-11,Pending re-confirmation
828,portal_v2,E324,Northgate Circuits Ltd.,northgate circuist,ltd,GB715429489,GB,E092,Bluewater Industries A.Ş.,bluewater industries,a s,9455686824,TR,raw_material,2025-09-07,
829,portal_v1,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E189,Global Electronics S.A.,global electronics,s a,ES50165258A,ES,raw_material,2023-03-04,
830,legacy_manual_import,E336,NorthGate Textiles S.A.,notrhgate textiles,s a,ES60227680G,,E501,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,raw_material,2023-06-29,Confirmación pendiente por parte del proveedor
831,portal_v2,E446,Southbay Logistics S.r.l.,southbay logistics srl,,IT40684690723,IT,E201,"Golden Packaging Co., Ltd.",golden packaging co l td,,YMG5T5QGXJM11UYNRE,CN,logistics,2025-06-18,
832,portal_v2,E470,Summit Tooling S.L.,summit tooling,s l,ES17820269F,ES,E165,danube plastics s.a.,danube plastics,s a,ES39891810F,ES,logistics,2022-01-12,Fournisseur validé lors de l'audit 2022
833,portal_v2,E267,Irongate Alloys A.Ş.,irognate alloys,a s,6888337780,TR,E159,Cretswood Group Ltd.,cretswood group,ltd,GB595122698,,subcontracted_labor,2024-06-29,Contrato renovado según acuerdo marco
834,portal_v2,E182,Global Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,PL,E168,Danube Steel A.Ş.,danube steel,a s,,TR,components,2022-10-09,
835,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E092,Bluewater Industries A.Ş.,bluewater industries,a s,2249294184,TR,raw_material,2023-01-11,
836,portal_v2,E478,Sunrise Leather SARL,sunrise leather,sarl,FR7861973435,FR,E311,Millbrook Solutions Lda,millbrook solutions lda,,,PT,subcontracted_labor,2024-12-02,Contrato renovado según acuerdo marco
837,legacy_manual_import,E174,Eastfield Components SARL,eastifeld components,sarl,FR58653776073,FR,E280,"Lakeside Electronics Co., Ltd.",lakeside electronics,co ltd,YC17FKMGNQ3R7BUY9H,CN,logistics,2024-02-18,
838,portal_v2,E508,vantage circuits s.p.a.,vantage circuits s p a,,IT53333151593,IT,E458,Summit Foundry Sp. z o.o.,summit foundry,sp z o o,PL3439241666,PL,raw_material,2022-02-23,
839,portal_v2,E441,southbay electronics s.a.,southbay electronics,s a,,,E128,COPPERFIELD PACKAGING AG,copperfield packaging,ag,DE990333248,,logistics,2024-03-13,
840,portal_v2,E239,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z oo,PL4837332964,PL,E358,OakridgeG roup SARL,oakridgeg roup,sarl,FR91357663492,FR,raw_material,2022-09-12,Pending re-confirmation
841,portal_v2,E373,Permier Dyeworks A.Ş.,permier dyeworks,a s,6954004320,TR,E307,Millbrook Fibers Pvt. Ltd.,millbrook fibers,pvt ltd,84WSTJK5150A1Z5,IN,raw_material,2023-06-15,
842,portal_v1,E220,"Highland oToling Co., Ltd.",highland otoling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E424,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,ES,dyeing,2023-12-24,
843,legacy_manual_import,E133,Cornerstone Alloys B.V.,cornerstone alloys b v,,NL683629854B33,NL,E178,Eastfield Macihnery S.p.A.,eastfield machinery s p a,,IT76445972558,IT,dyeing,2022-05-05,
844,portal_v2,E374,PREMIER COATINGS A.Ş.,premier coatings,as,4752892539,TR,E436,SOUTHBAY CIRCUITS LTD.,southbay circuits,ltd,GB188850611,GB,raw_material,2023-10-06,Pending re-confirmation
845,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,raw_material,2022-10-30,segÃºn acuerdo
846,portal_v2,E338,NorthGate Textiles S.A.,northgate textiles,sa,,,E405,RHINE TOOLING AG,rhine tooling,ag,DE535425961,,materia_prima,2022-07-23,Fournisseur validé lors de l'audit 2022
847,portal_v2,E198,GlobalE lectronics S.A.,globale lectronics,s a,ES50165258A,ES,E032,Anatolian Metals SARL,anatolian metals,sarl,FR62182564559,FR,raw_material,2025-05-05,Pending re-confirmation
848,portal_v2,E282,LAKESIDE INDUSTRIES LDA.,lakeside industries lda,,PT868765643,PT,E099,bluewater trading inc.,bluewater trading,inc,,US,logistics,2023-03-24,
849,portal_v2,E207,Highland Components SAS,highland components sas,,FR34285656538,FR,E107,CONTINENTAL PACKAGING S.P.A.,continental packaging s p a,,IT26573980619,,materia_prima,2022-06-01,
850,portal_v2,E274,IRONGATE LOGISTICS B.V.,irongate logistics b v,,NL511393683B38,NL,E064,asdkjqwe123,asdkjqwe123,,,CN,materia_prima,2022-07-04,
851,portal_v2,E174,Eastfield Components SARL,eastfield components,sarl,FR58653776073,FR,E073,Atlantic Textiles Pvt. Ltd.,atlantic textiles,pvt ltd,54METII2553A1Z5,IN,component,2022-11-01,
852,portal_v2,E336,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,,E199,GlobalE lectronics S.A.,globale lectronics,s a,ES50165258A,,raw_material,2022-11-12,
853,portal_v2,E430,Silverline Materials SAS,silverline materials sas,,FR18769608269,FR,E122,Copperfield Fibers Lda.,copperfield fibers lda,,,PT,components,2022-11-27,
854,legacy_manual_import,E061,Apex Industries A.Ş.,apex industries,a s,6656315572,TR,E042,Andean Components .BV.,andean components b v,,NL029205177B36,NL,raw_material,2022-08-27,Contrato renovado según acuerdo marco
855,portal_v2,E105,continental group sarl,continental group,sarl,575538294401555,MA,E352,OAKRIDGE PACKAGING SAS,oakridge packaging sas,,FR69577944501,FR,raw_material,,
856,portal_v1,E508,vantage circuits s.p.a.,vantage circuits s p a,,IT53333151593,IT,E310,MILLBROOK POLYMERS B.V.,millbrook polymers b v,,,,dyeing,2025-03-30,
857,portal_v2,E127,Copperfield Metals A.Ş.,copperfield metals,a s,,TR,E360,Pacfiic Weaving SAS,pacific weaving sas,,FR78660368846,FR,raw_material,2024-11-15,Backup supplier - low volume
858,portal_v2,E170,Danube Tooling S.r.l.,danube tooling s r l,,IT40418653428,IT,E495,UNITED LEATHER SP. Z O.O.,united leather,sp z oo,PL0846433592,PL,raw_material,2025-07-31,
859,portal_v2,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,E400,Rhine Fonudry Ltd.,rhine foundry,ltd,GB430959230,GB,logistics,2025-07-14,"Data provided via phone, not verified"
860,portal_v1,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E408,RIVERSIDE CHEMICALS SAS,riverside chemicals sas,,FR78380759187,FR,component,2024-07-09,
861,portal_v2,E319,Nordic Materials GmbH,nordic materials,gmbh,DE502141043,DE,E341,Northgate Trading S.A.,northgate trading,s a,ES71132831E,ES,subcontracted_labor,2022-01-01,
862,legacy_manual_import,E233,horizon metals sp. z o.o.,horizon metals,sp z oo,PL4768445880,PL,E114,CONTINENTAL WEAVING S.P.A.,continental weaving s p a,,21371287442,IT,packaging,2023-07-31,
863,legacy_manual_import,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E210,Highland Machinery tLd.,highland machinery tld,,GB485329247,GB,logistics,2023-03-06,
864,portal_v1,E501,VANTAGE ALLOYS SARL,vantage alloys,sarl,193008687593586,MA,E430,Silverline Materials SAS,silverline materials sas,,FR18769608269,FR,raw_material,2024-02-27,
865,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E211,Highland Machinery Ltd.,highland machinery,ltd,GB485329247,,component,2024-10-03,
866,portal_v1,E074,Atlantic Trading BV,atlantic rtading b v,,NL274449316B37,,E526,westport packaging ltd.,westport packaging,ltd,GB604944530,,raw_material,2022-04-09,
867,legacy_manual_import,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,26242393,VN,E034,ANATOLIAN POLYMERS SARL,anatolian polymesr,sarl,413403018954648,MA,packaging,2023-09-02,Pending re-confirmation
868,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E254,Iberian Machinery Ltd.,iberian machinery,ltd,GB910116526,,raw_material,,
869,legacy_manual_import,E179,EastfieldA lloys GmbH,eastfielda lloys,gmbh,DE413376973,,E518,"westport industries co., ltd.",westpor tindustries,co ltd,,VN,raw_material,2022-05-29,
870,portal_v1,E218,Highland Steel Sp. z o.o.,highland steel,sp z oo,PL7859126165,PL,E202,GOLDEN STEEL SARL,golden steel,sarl,012089444331070,MA,packaging,2025-02-20,Confirmación pendiente por parte del proveedor
871,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather c o,ltd,DNCWF820JL0Q221BH9,CN,E283,lakeside materials inc.,lakeisde materials,inc,705466589,US,packaging,2023-02-26,Contact information outdated
872,portal_v1,E127,Copperfield Metals A.Ş.,copperfield metals,a s,9918536797,TR,E360,Pacfiic Weaving SAS,pacific weaving sas,,,FR,raw_material,2024-08-08,
873,portal_v1,E445,SOUTHBAY LEATHER B.V.,southbay leather b v,,NL638797541B81,NL,E268,"irongate ceramics co., ltd.",irongate ceramics,co ltd,,VN,logistics,2022-11-14,
874,portal_v2,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E224,Horizon Alloys SARL,horizon alloys,sarl,,MA,materia_prima,2022-12-24,
875,legacy_manual_import,E023,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,ES,E087,Batlic Fibers Ltd.,baltic fibers,ltd,GB655823297,GB,materia_prima,2022-10-24,
876,portal_v2,E182,Global Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,PL,E316,Nordic Ceramics S.L.,nordic ceramics,s l,ES28842673D,ES,raw_material,2024-03-02,
877,portal_v2,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E011,Adnean Plastics S.r.l.,adnean plastics s r l,,,IT,finishing,2023-01-13,Contact information outdated
878,legacy_manual_import,E517,Westport Electronics SARL,westoprt electronics,sarl,394225258329500,MA,E478,Sunrise Leather SARL,sunrise leather,sarl,FR17861973435,FR,logistics,2025-09-15,Confirmación pendiente por parte del proveedor
879,portal_v2,E325,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,,E261,Iberian Plastics SL,iberian plastics,s l,ES85181933E,ES,materia_prima,,
880,portal_v2,E263,iberian tooling s.r.l.,iberian tooling s r l,,,,E105,continental group sarl,continental group,sarl,575538294401555,MA,logistics,2023-06-14,Contrato renovado según acuerdo marco
881,portal_v1,E016,Alpine Coatings SARL,alpine coaitngs,sarl,102439281045618,MA,E382,Prime Industries B.V.,prime industries b v,,,NL,raw_material,2022-10-29,
882,portal_v1,E061,Apex Industries A.Ş.,apex industries,as,6656315572,TR,E065,Atlantic Fasteners Pvt. Ltd.,atlantic fasteners,pvt ltd,,IN,logistics,2024-03-05,Backup supplier - low volume
883,portal_v2,E257,Iberian Materials AG,iberian materials,ag,DE817466807,,E305,"Millbrook Circuits Co., Ltd.",millbrook circuits,co ltd,G2WQHWTPM4R5ZZT4EZ,CN,raw_material,2023-08-17,
884,portal_v2,E156,crestwood metals sarl,crestwood metals,sarl,976694569801375,MA,E232,Horizon Manufacturing AG,horizon manufacturing,ag,,DE,subcontracted_labor,2022-03-31,"Data provided via phone, not verified"
885,portal_v1,E074,Atlantic Trading BV,atlantic trading b v,,NL274449316B37,,E525,Westport Packaging Ltd.,westport packaging,ltd,GB604944530,GB,finishing,2025-03-16,Şirket 2021'de denetlendi
886,portal_v2,E416,Royal Machinery Inc.,royal macihnery,inc,227342425,US,E399,RHINE ASSEMBLIES INC.,rhine assemblies,inc,247759986,US,components,2024-01-28,Fornecedor homologado em 2023
887,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather c o,ltd,DNCWF820JL0Q221BH9,CN,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,logistics,,
888,portal_v2,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,,PT,E527,Westport Trading A.Ş.,westprot trading,a s,9238434939,TR,finishing,2023-06-13,
889,portal_v2,E430,Silverline Materials SAS,silverline materials sas,,,FR,E122,Copperfield Fibers Lda.,copperfiled fibers lda,,PT151483512,PT,raw_material,2025-04-16,Backup supplier - low volume
890,portal_v1,E183,Global Alloys SARL,global alloys asrl,,FR02653954607,FR,E109,Contienntal Textiles Pvt. Ltd.,continental textiles,pvt ltd,29YKHST4465A1Z5,IN,materia_prima,2024-02-27,Şirket 2021'de denetlendi
891,portal_v1,E127,Copperfield Metals A.Ş.,copperfield metals,a s,9918536797,TR,E523,Westport Manufacturing S.p.A.,westport manufacturing s p a,,,IT,components,,
892,portal_v1,E473,Summit Trading SARL,summit trading,sarl,FR44034462491,FR,E236,Horizon Polymers Sp. z o.o.,horizon polymers,sp z o o,PL0171072146,PL,packaging,2024-03-05,Pending re-confirmation
893,portal_v2,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E116,"Copperfield Alloys Co., Ltd.",copperfield alloys,co ltd,LQHUJWRG88MSHM9299,CN,dyeing,2023-01-03,Contact information outdated
894,portal_v2,E319,Nordic Materials GmbH,nordic materials,gmbh,,DE,E319,Nordic Materials GmbH,nordic materials,gmbh,DE502141043,DE,component,2025-03-24,Backup supplier - low volume
895,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E408,RIVERSIDE CHEMICALS SAS,riverside chemicals sas,,FR78380759187,FR,subcontracted_labor,,Société certifiée ISO 9001
896,portal_v1,E435,Southbay Logistics S.r.l.,southaby logistics s r l,,IT40684690723,,E521,Westport Manufacturing B.V.,westport manufacturing b v,,NL521295413B38,NL,finishing,2022-11-17,
897,portal_v1,E353,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,94HXCVS3375A1Z5,IN,E271,Irongate Electronics Inc.,irongate electronics,inc,178899452,US,materia_prima,2025-04-23,Société certifiée ISO 9001
898,legacy_manual_import,E328,Northgate Machinery Ldt.,northgate machinery,ltd,GB144982519,GB,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,subcontracted_labor,2024-10-03,Duplicate of prior quarter submission
899,portal_v2,E350,Oakridge Logistics A.Ş.,oakridge logistics,as,7963609841,TR,E063,Apex MachineryG mbH,apex machineryg mbh,,DE660561327,,raw_material,2022-01-19,
900,portal_v2,E125,Copperfield Group SL,copperfield group,sl,,,E321,"Nordic Steel Co., Ltd.",nordic steel,co ltd,8GD5XVJXREAEQ92CHW,CN,component,2025-05-10,Fornecedor homologado em 2023
901,legacy_manual_import,E301,Meridian Yarns Sp z oo,meridian yarns,sp z o o,PL8435722373,PL,E304,Millbrook Alloys AG,millbrook alloys,ag,,DE,materia_prima,,Pending re-confirmation
902,portal_v1,E350,Oakridge Logistics A.Ş.,oakridge logistics,a s,7963609841,TR,E300,Meridian Weaving Pvt. Ltd.,meridian weaving,pvt ltd,06VZKDB3713A1Z5,IN,raw_material,2024-10-13,Contact information outdated
903,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E408,RIVERSIDE CHEMICALS SAS,riverside chemicals sas,,FR78380759187,FR,raw_material,2025-02-27,
904,portal_v1,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,,VN,E453,stonebridge plastics gmbh,stonebridge plastcis,gmbh,DE885551925,DE,raw_material,2023-10-17,Şirket 2021'de denetlendi
905,legacy_manual_import,E023,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,ES,E087,Batlic Fibers Ltd.,baltic fibers,ltd,,GB,raw_material,2023-06-13,"Data provided via phone, not verified"
906,legacy_manual_import,E478,Sunrise Leather SARL,sunrise leather,sarl,,FR,E277,Irongate Steel AG,irongate steel,ag,DE851882729,DE,raw_material,2024-02-13,
907,legacy_manual_import,E181,Gloabl Ceramics Sp. z o.o.,global ceramics,sp z o o,PL5131340444,,E168,Danube Steel A.Ş.,danube steel,a s,9576837507,TR,raw_material,2024-11-19,Şirket 2021'de denetlendi
908,legacy_manual_import,E295,"Meridian Foundry Co., Ltd.",meridian foundry,co ltd,6936664761,VN,E463,"Summit Machinery Co., Ltd.",summit machinery,co ltd,9402555543,VN,logistics,2022-06-27,Fournisseur validé lors de l'audit 2022
909,legacy_manual_import,E139,CORNERSTONE FASTENERS S.A.,cornerstnoe fasteners,s a,ES20546820H,ES,E351,Oakridge Metals SARL,oakridge metals,sarl,FR96492088836,FR,packaging,2022-05-02,Backup supplier - low volume
910,portal_v2,E080,Baltic Foundry B.V.,baltic foundry b v,,,NL,E075,Atlantic Trading B.V.,atlantic trading b v,,NL274449316B37,NL,components,2024-12-23,
911,legacy_manual_import,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,E464,Summit Materials Inc.,summit materials,inc,919170792,US,packaging,2022-02-03,Fournisseur validé lors de l'audit 2022
912,portal_v2,E155,Crestwood Group Ltd.,crestwood group,ltd,GB595122698,GB,E312,millbrook tooling sarl,millbrook tooling,sarl,,MA,component,2024-11-19,
913,portal_v2,E023,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,ES,E061,Apex Industries A.Ş.,apex industries,a s,,TR,components,2023-01-04,
914,legacy_manual_import,E508,vantage circuits s.p.a.,vantage circuits s p a,,IT53333151593,IT,E309,Millbrook Polymers B.V.,millbrook poylmers b v,,NL353205082B84,NL,raw_material,2023-01-20,
915,legacy_manual_import,E093,Bluewater Manufacturing S.r.l.,bluewater manufacturing s r l,,IT10862914220,IT,E372,Pcaific Weaving S.L.,pcaific weaving,s l,ES36664405A,ES,raw_material,2024-08-17,
916,portal_v2,E213,Highland Plastics S.p.A.,highland plastics s p a,,24406348066,IT,E067,atlantic industries b.v.,atlantic industries b v,,NL118466507B21,,logistics,2023-04-01,
917,portal_v2,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,E400,Rhine Fonudry Ltd.,rhine fonudry,ltd,GB430959230,GB,component,2023-07-21,Pending re-confirmation
918,portal_v1,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E069,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,IT,subcontracted_labor,2023-08-09,
919,portal_v2,E023,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,ES,E087,Batlic Fibers Ltd.,baltic fibers,ltd,GB655823297,GB,raw_material,2024-01-27,
920,portal_v1,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E462,SUMMIT LEATHER B.V.,summit leather,bv,NL516371548B32,,raw_material,2022-05-18,Şirket 2021'de denetlendi
921,portal_v2,E527,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,E157,"Crestwood Yarns Co., Ltd.",crestwood yarns,co ltd,QDTRK1B2ZX2X1DSSZM,CN,raw_material,2024-03-17,
922,portal_v2,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E029,Anatolian Ceramisc S.L.,anatolian ceramisc,s l,ES74672173A,,materia_prima,2023-01-24,
923,portal_v2,E139,CORNERSTONE FASTENERS S.A.,cornerstone fasteners,s a,ES20546820H,ES,E420,RoyalL eather S.p.A.,royall eather s p a,,IT20429306986,IT,raw_material,2022-01-28,Contrato renovado según acuerdo marco
924,portal_v1,E469,Summit Metals Lda,summit metals lda,,PT182309739,PT,E248,Iberian Electronics SARL,ibreian electronics,sarl,,MA,raw_material,,
925,portal_v2,E368,pacific machinery lda.,pacific machniery lda,,PT721441525,PT,E101,CONTINENTAL ELECTRONICS S.R.L.,continental electronics s r l,,IT7511445932,IT,finishing,2022-11-17,
926,portal_v2,E080,Baltic Foundry B.V.,baltic foundry b v,,NL12738709B07,NL,E075,Atlantic Trading B.V.,atlantic rtading b v,,NL274449316B37,NL,subcontracted_labor,2024-01-28,Société certifiée ISO 9001
927,portal_v1,E069,Atlantic Logistics S.r.l.,atlantic logistics srl,,IT04077145284,IT,E023,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,ES,raw_material,2025-02-06,Fournisseur validé lors de l'audit 2022
928,portal_v2,E319,Nordic Materials GmbH,nordic materials,gmbh,DE502141043,DE,E233,horizon metals sp. z o.o.,horizon metals,sp z o o,PL4768445880,PL,components,2024-01-31,Pending re-confirmation
929,legacy_manual_import,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E298,Meridian Industries SAS,meridian industries sas,,FR10596861958,FR,raw_material,2023-12-23,Duplicate of prior quarter submission
